capture_id,capture_group_id,role,binary_label,browser,tool,resolver,csv_archive,csv_entry,csv_candidate_entries,csv_pair_mode,pcap_path,pcap_sha256,pcap_size_bytes,archive_name,archive_sha256,archive_member,member_crc32,member_size_bytes,relative_path,w84_historical_role,w71_historical_role,w71_locked_test_member,w282_w285_overlap,freshness_scope,alignment_only_fields_enter_detector_input
w287-malicious-ca5b5d0355e7e213b0,w287-malicious-ca5b5d0355e7e213b0,independent_robustness_acceptance,malicious,,dnscat2,quad9,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/dnscat2/Separate/dsncat2_default-tunnel_99911_doh8_2020-03-25T08:23:31.664780.csv,[],official_exact_stem,data/raw/DoHBrw/pcap/_w287_independent_robustness/MaliciousDoH-dnscat2-Pcap-1202_1802/dsncat2_default-tunnel_99911_doh8_2020-03-25T08_23_31.664780.pcap,,3253484,MaliciousDoH-dnscat2-Pcap-1202_1802.zip,b97d7ac6d3dd7e65ff7c7610c3a95fff80664ba0e4e2ab25fcb62d15069388fa,dsncat2_default-tunnel_99911_doh8_2020-03-25T08:23:31.664780.pcap,4123e674,3253484,MaliciousDoH-dnscat2-Pcap-1202_1802.zip/dsncat2_default-tunnel_99911_doh8_2020-03-25T08:23:31.664780.pcap,,not_historically_consumed,False,False,globally_fresh_archive_member,False
w287-malicious-b5cbb08c92029987b8,w287-malicious-b5cbb08c92029987b8,independent_robustness_acceptance,malicious,,iodine,adguard,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh5_2020-03-23T03:04:05.026851.csv,[],official_exact_stem,data/raw/DoHBrw/pcap/_w287_independent_robustness/MaliciousDoH-iodine-pcap-1202_1802/iodine_null-64-tunnel_dnsadguardcom_doh5_2020-03-23T03_04_05.026851.pcap,,1084007,MaliciousDoH-iodine-pcap-1202_1802.zip,d9b51a38f204d8026649d30eab5008c5d4a5af17e42d5f0ce44bd9ac174a0d4d,iodine_null-64-tunnel_dnsadguardcom_doh5_2020-03-23T03:04:05.026851.pcap,58b17fb0,1084007,MaliciousDoH-iodine-pcap-1202_1802.zip/iodine_null-64-tunnel_dnsadguardcom_doh5_2020-03-23T03:04:05.026851.pcap,,not_historically_consumed,False,False,globally_fresh_archive_member,False
w287-malicious-32b4f7379dd5ef5bcc,w287-malicious-32b4f7379dd5ef5bcc,independent_robustness_acceptance,malicious,,iodine,quad9,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh5_2020-03-20T09:47:39.621519.csv,[],official_exact_stem,data/raw/DoHBrw/pcap/_w287_independent_robustness/MaliciousDoH-iodine-pcap-1202_1802/iodine_null-64-tunnel_99911_doh5_2020-03-20T09_47_39.621519.pcap,,4298495,MaliciousDoH-iodine-pcap-1202_1802.zip,d9b51a38f204d8026649d30eab5008c5d4a5af17e42d5f0ce44bd9ac174a0d4d,iodine_null-64-tunnel_99911_doh5_2020-03-20T09:47:39.621519.pcap,f83a7d5a,4298495,MaliciousDoH-iodine-pcap-1202_1802.zip/iodine_null-64-tunnel_99911_doh5_2020-03-20T09:47:39.621519.pcap,,not_historically_consumed,False,False,globally_fresh_archive_member,False
w287-malicious-453fb3bbc066713ac6,w287-malicious-453fb3bbc066713ac6,independent_robustness_acceptance,malicious,,iodine,google,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh3_2020-03-20T10:22:10.985524.csv,[],official_exact_stem,data/raw/DoHBrw/pcap/_w287_independent_robustness/MaliciousDoH-iodine-pcap-1202_1802/iodine_null-64-tunnel_dnsgoogle_doh3_2020-03-20T10_22_10.985524.pcap,,9852470,MaliciousDoH-iodine-pcap-1202_1802.zip,d9b51a38f204d8026649d30eab5008c5d4a5af17e42d5f0ce44bd9ac174a0d4d,iodine_null-64-tunnel_dnsgoogle_doh3_2020-03-20T10:22:10.985524.pcap,131daac8,9852470,MaliciousDoH-iodine-pcap-1202_1802.zip/iodine_null-64-tunnel_dnsgoogle_doh3_2020-03-20T10:22:10.985524.pcap,,not_historically_consumed,False,False,globally_fresh_archive_member,False
w287-malicious-62f2f44f38df86a117,w287-malicious-62f2f44f38df86a117,independent_robustness_acceptance,malicious,,iodine,adguard,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh3_2020-03-22T21:32:23.457408.csv,[],official_exact_stem,data/raw/DoHBrw/pcap/_w287_independent_robustness/MaliciousDoH-iodine-pcap-1202_1802/iodine_null-64-tunnel_dnsadguardcom_doh3_2020-03-22T21_32_23.457408.pcap,,1304341,MaliciousDoH-iodine-pcap-1202_1802.zip,d9b51a38f204d8026649d30eab5008c5d4a5af17e42d5f0ce44bd9ac174a0d4d,iodine_null-64-tunnel_dnsadguardcom_doh3_2020-03-22T21:32:23.457408.pcap,aceec4d3,1304341,MaliciousDoH-iodine-pcap-1202_1802.zip/iodine_null-64-tunnel_dnsadguardcom_doh3_2020-03-22T21:32:23.457408.pcap,,not_historically_consumed,False,False,globally_fresh_archive_member,False
w287-malicious-8bed9c0883b6be5603,w287-malicious-8bed9c0883b6be5603,independent_robustness_acceptance,malicious,,iodine,google,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh5_2020-03-20T11:07:57.588555.csv,[],official_exact_stem,data/raw/DoHBrw/pcap/_w287_independent_robustness/MaliciousDoH-iodine-pcap-1202_1802/iodine_null-64-tunnel_dnsgoogle_doh5_2020-03-20T11_07_57.588555.pcap,,9147512,MaliciousDoH-iodine-pcap-1202_1802.zip,d9b51a38f204d8026649d30eab5008c5d4a5af17e42d5f0ce44bd9ac174a0d4d,iodine_null-64-tunnel_dnsgoogle_doh5_2020-03-20T11:07:57.588555.pcap,5ca77684,9147512,MaliciousDoH-iodine-pcap-1202_1802.zip/iodine_null-64-tunnel_dnsgoogle_doh5_2020-03-20T11:07:57.588555.pcap,,not_historically_consumed,False,False,globally_fresh_archive_member,False
w287-malicious-aacd6bf84aed586ab8,w287-malicious-aacd6bf84aed586ab8,independent_robustness_acceptance,malicious,,iodine,google,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh7_2020-03-20T04:15:55.142725.csv,[],official_exact_stem,data/raw/DoHBrw/pcap/_w287_independent_robustness/MaliciousDoH-iodine-pcap-1202_1802/iodine_null-64-tunnel_dnsgoogle_doh7_2020-03-20T04_15_55.142725.pcap,,9061438,MaliciousDoH-iodine-pcap-1202_1802.zip,d9b51a38f204d8026649d30eab5008c5d4a5af17e42d5f0ce44bd9ac174a0d4d,iodine_null-64-tunnel_dnsgoogle_doh7_2020-03-20T04:15:55.142725.pcap,7f8c2748,9061438,MaliciousDoH-iodine-pcap-1202_1802.zip/iodine_null-64-tunnel_dnsgoogle_doh7_2020-03-20T04:15:55.142725.pcap,,not_historically_consumed,False,False,globally_fresh_archive_member,False
w287-malicious-de4478b333f5409256,w287-malicious-de4478b333f5409256,independent_robustness_acceptance,malicious,,iodine,quad9,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh5_2020-03-20T04:27:15.639906.csv,[],official_exact_stem,data/raw/DoHBrw/pcap/_w287_independent_robustness/MaliciousDoH-iodine-pcap-1202_1802/iodine_null-64-tunnel_99911_doh5_2020-03-20T04_27_15.639906.pcap,,4727915,MaliciousDoH-iodine-pcap-1202_1802.zip,d9b51a38f204d8026649d30eab5008c5d4a5af17e42d5f0ce44bd9ac174a0d4d,iodine_null-64-tunnel_99911_doh5_2020-03-20T04:27:15.639906.pcap,fb9390dd,4727915,MaliciousDoH-iodine-pcap-1202_1802.zip/iodine_null-64-tunnel_99911_doh5_2020-03-20T04:27:15.639906.pcap,,not_historically_consumed,False,False,globally_fresh_archive_member,False
w287-malicious-70768296b1d5dd3d7c,w287-malicious-70768296b1d5dd3d7c,independent_robustness_acceptance,malicious,,iodine,google,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh1_2020-03-20T10:22:06.526606.csv,[],official_exact_stem,data/raw/DoHBrw/pcap/_w287_independent_robustness/MaliciousDoH-iodine-pcap-1202_1802/iodine_null-64-tunnel_dnsgoogle_doh1_2020-03-20T10_22_06.526606.pcap,,9362130,MaliciousDoH-iodine-pcap-1202_1802.zip,d9b51a38f204d8026649d30eab5008c5d4a5af17e42d5f0ce44bd9ac174a0d4d,iodine_null-64-tunnel_dnsgoogle_doh1_2020-03-20T10:22:06.526606.pcap,0590b52c,9362130,MaliciousDoH-iodine-pcap-1202_1802.zip/iodine_null-64-tunnel_dnsgoogle_doh1_2020-03-20T10:22:06.526606.pcap,,not_historically_consumed,False,False,globally_fresh_archive_member,False
w287-malicious-edee8b5c78d2897ca8,w287-malicious-edee8b5c78d2897ca8,independent_robustness_acceptance,malicious,,iodine,google,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh3_2020-03-20T04:38:40.511911.csv,[],official_exact_stem,data/raw/DoHBrw/pcap/_w287_independent_robustness/MaliciousDoH-iodine-pcap-1202_1802/iodine_null-64-tunnel_dnsgoogle_doh3_2020-03-20T04_38_40.511911.pcap,,9379479,MaliciousDoH-iodine-pcap-1202_1802.zip,d9b51a38f204d8026649d30eab5008c5d4a5af17e42d5f0ce44bd9ac174a0d4d,iodine_null-64-tunnel_dnsgoogle_doh3_2020-03-20T04:38:40.511911.pcap,756d679e,9379479,MaliciousDoH-iodine-pcap-1202_1802.zip/iodine_null-64-tunnel_dnsgoogle_doh3_2020-03-20T04:38:40.511911.pcap,,not_historically_consumed,False,False,globally_fresh_archive_member,False
w287-malicious-1b4cbf09d524cc5b0d,w287-malicious-1b4cbf09d524cc5b0d,independent_robustness_acceptance,malicious,,iodine,quad9,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh6_2020-03-20T09:24:38.962004.csv,[],official_exact_stem,data/raw/DoHBrw/pcap/_w287_independent_robustness/MaliciousDoH-iodine-pcap-1202_1802/iodine_null-64-tunnel_99911_doh6_2020-03-20T09_24_38.962004.pcap,,4755049,MaliciousDoH-iodine-pcap-1202_1802.zip,d9b51a38f204d8026649d30eab5008c5d4a5af17e42d5f0ce44bd9ac174a0d4d,iodine_null-64-tunnel_99911_doh6_2020-03-20T09:24:38.962004.pcap,c02ad076,4755049,MaliciousDoH-iodine-pcap-1202_1802.zip/iodine_null-64-tunnel_99911_doh6_2020-03-20T09:24:38.962004.pcap,,not_historically_consumed,False,False,globally_fresh_archive_member,False
w287-malicious-ac364523b2fc228422,w287-malicious-ac364523b2fc228422,independent_robustness_acceptance,malicious,,iodine,google,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh1_2020-03-20T06:09:55.320594.csv,[],official_exact_stem,data/raw/DoHBrw/pcap/_w287_independent_robustness/MaliciousDoH-iodine-pcap-1202_1802/iodine_null-64-tunnel_dnsgoogle_doh1_2020-03-20T06_09_55.320594.pcap,,8799825,MaliciousDoH-iodine-pcap-1202_1802.zip,d9b51a38f204d8026649d30eab5008c5d4a5af17e42d5f0ce44bd9ac174a0d4d,iodine_null-64-tunnel_dnsgoogle_doh1_2020-03-20T06:09:55.320594.pcap,5a72293a,8799825,MaliciousDoH-iodine-pcap-1202_1802.zip/iodine_null-64-tunnel_dnsgoogle_doh1_2020-03-20T06:09:55.320594.pcap,,not_historically_consumed,False,False,globally_fresh_archive_member,False
w287-malicious-eedf94bdb9bbecb708,w287-malicious-eedf94bdb9bbecb708,independent_robustness_acceptance,malicious,,iodine,cloudflare,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/iodine/Separate/iodine_null-64-tunnel_1111_doh10_2020-03-23T03:17:55.601682.csv,[],official_exact_stem,data/raw/DoHBrw/pcap/_w287_independent_robustness/MaliciousDoH-iodine-pcap-1202_1802/iodine_null-64-tunnel_1111_doh10_2020-03-23T03_17_55.601682.pcap,,428431,MaliciousDoH-iodine-pcap-1202_1802.zip,d9b51a38f204d8026649d30eab5008c5d4a5af17e42d5f0ce44bd9ac174a0d4d,iodine_null-64-tunnel_1111_doh10_2020-03-23T03:17:55.601682.pcap,f3cea8b1,428431,MaliciousDoH-iodine-pcap-1202_1802.zip/iodine_null-64-tunnel_1111_doh10_2020-03-23T03:17:55.601682.pcap,,not_historically_consumed,False,False,globally_fresh_archive_member,False
w287-malicious-e9bcb7e73fc0db7d94,w287-malicious-e9bcb7e73fc0db7d94,independent_robustness_acceptance,malicious,,iodine,quad9,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh3_2020-03-20T07:29:46.234023.csv,[],official_exact_stem,data/raw/DoHBrw/pcap/_w287_independent_robustness/MaliciousDoH-iodine-pcap-1202_1802/iodine_null-64-tunnel_99911_doh3_2020-03-20T07_29_46.234023.pcap,,4603587,MaliciousDoH-iodine-pcap-1202_1802.zip,d9b51a38f204d8026649d30eab5008c5d4a5af17e42d5f0ce44bd9ac174a0d4d,iodine_null-64-tunnel_99911_doh3_2020-03-20T07:29:46.234023.pcap,7fb4dfe0,4603587,MaliciousDoH-iodine-pcap-1202_1802.zip/iodine_null-64-tunnel_99911_doh3_2020-03-20T07:29:46.234023.pcap,,not_historically_consumed,False,False,globally_fresh_archive_member,False
w287-malicious-a00049f16180e25a1a,w287-malicious-a00049f16180e25a1a,independent_robustness_acceptance,malicious,,iodine,google,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh3_2020-03-20T05:01:28.146499.csv,[],official_exact_stem,data/raw/DoHBrw/pcap/_w287_independent_robustness/MaliciousDoH-iodine-pcap-1202_1802/iodine_null-64-tunnel_dnsgoogle_doh3_2020-03-20T05_01_28.146499.pcap,,9144581,MaliciousDoH-iodine-pcap-1202_1802.zip,d9b51a38f204d8026649d30eab5008c5d4a5af17e42d5f0ce44bd9ac174a0d4d,iodine_null-64-tunnel_dnsgoogle_doh3_2020-03-20T05:01:28.146499.pcap,8dc8aa67,9144581,MaliciousDoH-iodine-pcap-1202_1802.zip/iodine_null-64-tunnel_dnsgoogle_doh3_2020-03-20T05:01:28.146499.pcap,,not_historically_consumed,False,False,globally_fresh_archive_member,False
w287-malicious-baa9590badd83f21e0,w287-malicious-baa9590badd83f21e0,independent_robustness_acceptance,malicious,,iodine,quad9,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh6_2020-03-20T10:10:47.177595.csv,[],official_exact_stem,data/raw/DoHBrw/pcap/_w287_independent_robustness/MaliciousDoH-iodine-pcap-1202_1802/iodine_null-64-tunnel_99911_doh6_2020-03-20T10_10_47.177595.pcap,,4558139,MaliciousDoH-iodine-pcap-1202_1802.zip,d9b51a38f204d8026649d30eab5008c5d4a5af17e42d5f0ce44bd9ac174a0d4d,iodine_null-64-tunnel_99911_doh6_2020-03-20T10:10:47.177595.pcap,8d4986c4,4558139,MaliciousDoH-iodine-pcap-1202_1802.zip/iodine_null-64-tunnel_99911_doh6_2020-03-20T10:10:47.177595.pcap,,not_historically_consumed,False,False,globally_fresh_archive_member,False
w287-malicious-2865de18de04161cd6,w287-malicious-2865de18de04161cd6,independent_robustness_acceptance,malicious,,iodine,google,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh1_2020-03-20T11:07:52.356960.csv,[],official_exact_stem,data/raw/DoHBrw/pcap/_w287_independent_robustness/MaliciousDoH-iodine-pcap-1202_1802/iodine_null-64-tunnel_dnsgoogle_doh1_2020-03-20T11_07_52.356960.pcap,,8936157,MaliciousDoH-iodine-pcap-1202_1802.zip,d9b51a38f204d8026649d30eab5008c5d4a5af17e42d5f0ce44bd9ac174a0d4d,iodine_null-64-tunnel_dnsgoogle_doh1_2020-03-20T11:07:52.356960.pcap,5b11c527,8936157,MaliciousDoH-iodine-pcap-1202_1802.zip/iodine_null-64-tunnel_dnsgoogle_doh1_2020-03-20T11:07:52.356960.pcap,,not_historically_consumed,False,False,globally_fresh_archive_member,False
w287-malicious-4ace32d3b0e1627f58,w287-malicious-4ace32d3b0e1627f58,independent_robustness_acceptance,malicious,,iodine,google,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh6_2020-03-20T10:22:17.492540.csv,[],official_exact_stem,data/raw/DoHBrw/pcap/_w287_independent_robustness/MaliciousDoH-iodine-pcap-1202_1802/iodine_null-64-tunnel_dnsgoogle_doh6_2020-03-20T10_22_17.492540.pcap,,9714310,MaliciousDoH-iodine-pcap-1202_1802.zip,d9b51a38f204d8026649d30eab5008c5d4a5af17e42d5f0ce44bd9ac174a0d4d,iodine_null-64-tunnel_dnsgoogle_doh6_2020-03-20T10:22:17.492540.pcap,4a374f4b,9714310,MaliciousDoH-iodine-pcap-1202_1802.zip/iodine_null-64-tunnel_dnsgoogle_doh6_2020-03-20T10:22:17.492540.pcap,,not_historically_consumed,False,False,globally_fresh_archive_member,False
w287-malicious-4383c34de5193626ad,w287-malicious-4383c34de5193626ad,independent_robustness_acceptance,malicious,,iodine,cloudflare,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/iodine/Separate/iodine_null-64-tunnel_1111_doh9_2020-03-22T19:28:23.627992.csv,[],official_exact_stem,data/raw/DoHBrw/pcap/_w287_independent_robustness/MaliciousDoH-iodine-pcap-1202_1802/iodine_null-64-tunnel_1111_doh9_2020-03-22T19_28_23.627992.pcap,,461807,MaliciousDoH-iodine-pcap-1202_1802.zip,d9b51a38f204d8026649d30eab5008c5d4a5af17e42d5f0ce44bd9ac174a0d4d,iodine_null-64-tunnel_1111_doh9_2020-03-22T19:28:23.627992.pcap,87576ed2,461807,MaliciousDoH-iodine-pcap-1202_1802.zip/iodine_null-64-tunnel_1111_doh9_2020-03-22T19:28:23.627992.pcap,,not_historically_consumed,False,False,globally_fresh_archive_member,False
w287-malicious-d9916cb8798e059763,w287-malicious-d9916cb8798e059763,independent_robustness_acceptance,malicious,,iodine,cloudflare,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/iodine/Separate/iodine_null-64-tunnel_1111_doh10_2020-03-23T01:55:08.569955.csv,[],official_exact_stem,data/raw/DoHBrw/pcap/_w287_independent_robustness/MaliciousDoH-iodine-pcap-1202_1802/iodine_null-64-tunnel_1111_doh10_2020-03-23T01_55_08.569955.pcap,,3936959,MaliciousDoH-iodine-pcap-1202_1802.zip,d9b51a38f204d8026649d30eab5008c5d4a5af17e42d5f0ce44bd9ac174a0d4d,iodine_null-64-tunnel_1111_doh10_2020-03-23T01:55:08.569955.pcap,4ffdeff1,3936959,MaliciousDoH-iodine-pcap-1202_1802.zip/iodine_null-64-tunnel_1111_doh10_2020-03-23T01:55:08.569955.pcap,,not_historically_consumed,False,False,globally_fresh_archive_member,False
w287-malicious-4af543582752cf2671,w287-malicious-4af543582752cf2671,independent_robustness_acceptance,malicious,,iodine,adguard,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh5_2020-03-22T19:42:09.896700.csv,[],official_exact_stem,data/raw/DoHBrw/pcap/_w287_independent_robustness/MaliciousDoH-iodine-pcap-1202_1802/iodine_null-64-tunnel_dnsadguardcom_doh5_2020-03-22T19_42_09.896700.pcap,,1270524,MaliciousDoH-iodine-pcap-1202_1802.zip,d9b51a38f204d8026649d30eab5008c5d4a5af17e42d5f0ce44bd9ac174a0d4d,iodine_null-64-tunnel_dnsadguardcom_doh5_2020-03-22T19:42:09.896700.pcap,f722190d,1270524,MaliciousDoH-iodine-pcap-1202_1802.zip/iodine_null-64-tunnel_dnsadguardcom_doh5_2020-03-22T19:42:09.896700.pcap,,not_historically_consumed,False,False,globally_fresh_archive_member,False
w287-malicious-d2168869532a7d9897,w287-malicious-d2168869532a7d9897,independent_robustness_acceptance,malicious,,iodine,google,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh7_2020-03-20T04:38:45.941699.csv,[],official_exact_stem,data/raw/DoHBrw/pcap/_w287_independent_robustness/MaliciousDoH-iodine-pcap-1202_1802/iodine_null-64-tunnel_dnsgoogle_doh7_2020-03-20T04_38_45.941699.pcap,,9004504,MaliciousDoH-iodine-pcap-1202_1802.zip,d9b51a38f204d8026649d30eab5008c5d4a5af17e42d5f0ce44bd9ac174a0d4d,iodine_null-64-tunnel_dnsgoogle_doh7_2020-03-20T04:38:45.941699.pcap,b3b4d24f,9004504,MaliciousDoH-iodine-pcap-1202_1802.zip/iodine_null-64-tunnel_dnsgoogle_doh7_2020-03-20T04:38:45.941699.pcap,,not_historically_consumed,False,False,globally_fresh_archive_member,False
w287-malicious-b30cd615418b3a97df,w287-malicious-b30cd615418b3a97df,independent_robustness_acceptance,malicious,,iodine,quad9,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh9_2020-03-20T09:24:42.864217.csv,[],official_exact_stem,data/raw/DoHBrw/pcap/_w287_independent_robustness/MaliciousDoH-iodine-pcap-1202_1802/iodine_null-64-tunnel_99911_doh9_2020-03-20T09_24_42.864217.pcap,,4853030,MaliciousDoH-iodine-pcap-1202_1802.zip,d9b51a38f204d8026649d30eab5008c5d4a5af17e42d5f0ce44bd9ac174a0d4d,iodine_null-64-tunnel_99911_doh9_2020-03-20T09:24:42.864217.pcap,70c9e6af,4853030,MaliciousDoH-iodine-pcap-1202_1802.zip/iodine_null-64-tunnel_99911_doh9_2020-03-20T09:24:42.864217.pcap,,not_historically_consumed,False,False,globally_fresh_archive_member,False
w287-malicious-8e327dcdfe98838d1d,w287-malicious-8e327dcdfe98838d1d,independent_robustness_acceptance,malicious,,iodine,quad9,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh2_2020-03-20T04:50:04.978806.csv,[],official_exact_stem,data/raw/DoHBrw/pcap/_w287_independent_robustness/MaliciousDoH-iodine-pcap-1202_1802/iodine_null-64-tunnel_99911_doh2_2020-03-20T04_50_04.978806.pcap,,4827611,MaliciousDoH-iodine-pcap-1202_1802.zip,d9b51a38f204d8026649d30eab5008c5d4a5af17e42d5f0ce44bd9ac174a0d4d,iodine_null-64-tunnel_99911_doh2_2020-03-20T04:50:04.978806.pcap,ec7e995f,4827611,MaliciousDoH-iodine-pcap-1202_1802.zip/iodine_null-64-tunnel_99911_doh2_2020-03-20T04:50:04.978806.pcap,,not_historically_consumed,False,False,globally_fresh_archive_member,False
w287-malicious-2f1c61606a82a36e66,w287-malicious-2f1c61606a82a36e66,independent_robustness_acceptance,malicious,,iodine,quad9,data/raw/DoHBrw/auxiliary_csv_archives/CSVs/MaliciousDoH-CSVs.zip,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh2_2020-03-20T05:12:50.003758.csv,[],official_exact_stem,data/raw/DoHBrw/pcap/_w287_independent_robustness/MaliciousDoH-iodine-pcap-1202_1802/iodine_null-64-tunnel_99911_doh2_2020-03-20T05_12_50.003758.pcap,,4874155,MaliciousDoH-iodine-pcap-1202_1802.zip,d9b51a38f204d8026649d30eab5008c5d4a5af17e42d5f0ce44bd9ac174a0d4d,iodine_null-64-tunnel_99911_doh2_2020-03-20T05:12:50.003758.pcap,6f01d550,4874155,MaliciousDoH-iodine-pcap-1202_1802.zip/iodine_null-64-tunnel_99911_doh2_2020-03-20T05:12:50.003758.pcap,,not_historically_consumed,False,False,globally_fresh_archive_member,False
