case_state_hash,dataset_scope,repeat,real_llm_call,valid_guarded_plan,sanitized_plan,api_latency_ms,total_tokens,error
04ccfcac63fa5f44e541d109f6f047bc96686b321c235f8ffca1f70c869c5707,NF-IoT,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
04ccfcac63fa5f44e541d109f6f047bc96686b321c235f8ffca1f70c869c5707,NF-IoT,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
04ccfcac63fa5f44e541d109f6f047bc96686b321c235f8ffca1f70c869c5707,NF-IoT,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
4e67bda758f52b7b1c0fceefbe4bffe6df0ad6d6b1d0b146d67522b96aa6a693,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
4e67bda758f52b7b1c0fceefbe4bffe6df0ad6d6b1d0b146d67522b96aa6a693,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
4e67bda758f52b7b1c0fceefbe4bffe6df0ad6d6b1d0b146d67522b96aa6a693,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
9403e0815cf7a772c00d475187b5708ba20e3a54a599e51b7d275464a3266762,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
9403e0815cf7a772c00d475187b5708ba20e3a54a599e51b7d275464a3266762,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
9403e0815cf7a772c00d475187b5708ba20e3a54a599e51b7d275464a3266762,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
bf4d628748e8e15a6271426fb5bfe011169cdedfa6aba056c4287b6a8f23cd13,NF-IoT,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
bf4d628748e8e15a6271426fb5bfe011169cdedfa6aba056c4287b6a8f23cd13,NF-IoT,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
bf4d628748e8e15a6271426fb5bfe011169cdedfa6aba056c4287b6a8f23cd13,NF-IoT,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
eae578905001d550024a646de6d45f87c1e7bec151c3fe871d4c6f1030f6feaf,NF-IoT,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
eae578905001d550024a646de6d45f87c1e7bec151c3fe871d4c6f1030f6feaf,NF-IoT,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
eae578905001d550024a646de6d45f87c1e7bec151c3fe871d4c6f1030f6feaf,NF-IoT,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
ac6455bd71ecff9670fa59d1d55b88c8f7d9a5e278faf6cbe1483fdaedf73c2b,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
ac6455bd71ecff9670fa59d1d55b88c8f7d9a5e278faf6cbe1483fdaedf73c2b,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
ac6455bd71ecff9670fa59d1d55b88c8f7d9a5e278faf6cbe1483fdaedf73c2b,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
1815810b6338fe3307c022fff50a6181518d99a14261fb61df6086333c71061d,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
1815810b6338fe3307c022fff50a6181518d99a14261fb61df6086333c71061d,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
1815810b6338fe3307c022fff50a6181518d99a14261fb61df6086333c71061d,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
2e0e897c28b531299cf47550597b2a421c2fa0a83b4c5b8c0fe9267783dbe7b1,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
2e0e897c28b531299cf47550597b2a421c2fa0a83b4c5b8c0fe9267783dbe7b1,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
2e0e897c28b531299cf47550597b2a421c2fa0a83b4c5b8c0fe9267783dbe7b1,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
142cf1488ba5c8fe3d8f26ef5bd299b90e1fce99624626e786e12bb88b90a4cb,NF-IoT,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
142cf1488ba5c8fe3d8f26ef5bd299b90e1fce99624626e786e12bb88b90a4cb,NF-IoT,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
142cf1488ba5c8fe3d8f26ef5bd299b90e1fce99624626e786e12bb88b90a4cb,NF-IoT,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
f69c40b958e5e8a3cbcfb94bf97ab920e7e2ca4f24216a3deb55388570d8f125,NF-IoT,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
f69c40b958e5e8a3cbcfb94bf97ab920e7e2ca4f24216a3deb55388570d8f125,NF-IoT,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
f69c40b958e5e8a3cbcfb94bf97ab920e7e2ca4f24216a3deb55388570d8f125,NF-IoT,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
db8e1f0690cd4fdbb764ab71840c4154b14c7cfc819ceb472ee7b80f05893885,NF-IoT,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
db8e1f0690cd4fdbb764ab71840c4154b14c7cfc819ceb472ee7b80f05893885,NF-IoT,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
db8e1f0690cd4fdbb764ab71840c4154b14c7cfc819ceb472ee7b80f05893885,NF-IoT,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
967d7b3f4efc6e66f59ade7837fdcff1b31269c52d7375c47e933c72228c83b0,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
967d7b3f4efc6e66f59ade7837fdcff1b31269c52d7375c47e933c72228c83b0,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
967d7b3f4efc6e66f59ade7837fdcff1b31269c52d7375c47e933c72228c83b0,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
c3c868ffd6736a07816af95d270cfef87085cd3ceb5a5cefd6154fba2bd4bc7f,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
c3c868ffd6736a07816af95d270cfef87085cd3ceb5a5cefd6154fba2bd4bc7f,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
c3c868ffd6736a07816af95d270cfef87085cd3ceb5a5cefd6154fba2bd4bc7f,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
00724afa9f709f8586a992c2eed5104aeaa45b684ec0e9175347ffe0a8df7c55,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
00724afa9f709f8586a992c2eed5104aeaa45b684ec0e9175347ffe0a8df7c55,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
00724afa9f709f8586a992c2eed5104aeaa45b684ec0e9175347ffe0a8df7c55,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
ad81b76288910e36251a9c25dd149b631697ab0a2f074bcbe423803706135ef4,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
ad81b76288910e36251a9c25dd149b631697ab0a2f074bcbe423803706135ef4,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
ad81b76288910e36251a9c25dd149b631697ab0a2f074bcbe423803706135ef4,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
75e4ef8b6e3a3c005d89fcb70a4f842341e79907e5f8197e6ffbae7265885e42,NF-IoT,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
75e4ef8b6e3a3c005d89fcb70a4f842341e79907e5f8197e6ffbae7265885e42,NF-IoT,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
75e4ef8b6e3a3c005d89fcb70a4f842341e79907e5f8197e6ffbae7265885e42,NF-IoT,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
2c55b12d9b1dbf0ab63e2d9571d5340a788b12d91c0c774bd43496f66dd2ad7a,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
2c55b12d9b1dbf0ab63e2d9571d5340a788b12d91c0c774bd43496f66dd2ad7a,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
2c55b12d9b1dbf0ab63e2d9571d5340a788b12d91c0c774bd43496f66dd2ad7a,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
38c78ca62bce5d11ab07d7dc5accb81dc06df5e51ec7096fcd8a3bdd69791805,NF-IoT,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
38c78ca62bce5d11ab07d7dc5accb81dc06df5e51ec7096fcd8a3bdd69791805,NF-IoT,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
38c78ca62bce5d11ab07d7dc5accb81dc06df5e51ec7096fcd8a3bdd69791805,NF-IoT,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
0e7649156eef3c006d4dc5eccb7642546af80cb640727037b0fdc25cc7a72173,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
0e7649156eef3c006d4dc5eccb7642546af80cb640727037b0fdc25cc7a72173,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
0e7649156eef3c006d4dc5eccb7642546af80cb640727037b0fdc25cc7a72173,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
0619999097a4ee80b81119487700a347c63c5c9f1ea4b2b7ca18bbc41ea4f532,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
0619999097a4ee80b81119487700a347c63c5c9f1ea4b2b7ca18bbc41ea4f532,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
0619999097a4ee80b81119487700a347c63c5c9f1ea4b2b7ca18bbc41ea4f532,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
5921235817ae27a769c8ae98edc7af0a07b33f27fa150b4ec57b6aa086b0be31,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
5921235817ae27a769c8ae98edc7af0a07b33f27fa150b4ec57b6aa086b0be31,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
5921235817ae27a769c8ae98edc7af0a07b33f27fa150b4ec57b6aa086b0be31,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
dd7f34bd9d4ed28e2b5a90170ed6597dfac1c9c8e3b3f3e832059da4f50f4710,NF-IoT,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
dd7f34bd9d4ed28e2b5a90170ed6597dfac1c9c8e3b3f3e832059da4f50f4710,NF-IoT,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
dd7f34bd9d4ed28e2b5a90170ed6597dfac1c9c8e3b3f3e832059da4f50f4710,NF-IoT,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
9e29d9ecda5929411a7325e8aa1a63056920cd6515dc63c759237c6b099578f7,NF-IoT,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
9e29d9ecda5929411a7325e8aa1a63056920cd6515dc63c759237c6b099578f7,NF-IoT,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
9e29d9ecda5929411a7325e8aa1a63056920cd6515dc63c759237c6b099578f7,NF-IoT,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
697c8d88190026057952276282a404bf5ab425140104de5d8f719fc04e87943f,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
697c8d88190026057952276282a404bf5ab425140104de5d8f719fc04e87943f,CICIoT2023,2,True,True,"{""requests"":[{""budget"":1,""expected_output"":""AgentEvidence"",""purpose"":""Analyze inter-arrival timing patterns and burst characteristics to validate benign classification from volume perspective"",""requested_agent"":""TimingBehaviorAgent""}],""stop"":false}",2330.8074999949895,475,
697c8d88190026057952276282a404bf5ab425140104de5d8f719fc04e87943f,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
33cf94d8f623bc0ca6cb9e5c3217b29dc9e704cf0e729551a43d0c995a18eba0,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
33cf94d8f623bc0ca6cb9e5c3217b29dc9e704cf0e729551a43d0c995a18eba0,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
33cf94d8f623bc0ca6cb9e5c3217b29dc9e704cf0e729551a43d0c995a18eba0,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
2b2382de889ab0a77e36248467df0a14efe735d52cc9111a5369d5c78e487c52,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
2b2382de889ab0a77e36248467df0a14efe735d52cc9111a5369d5c78e487c52,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
2b2382de889ab0a77e36248467df0a14efe735d52cc9111a5369d5c78e487c52,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
4499a448df4ab85ff977b2b07412173418dd064b09c387261cde56bba88f848f,NF-IoT,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
4499a448df4ab85ff977b2b07412173418dd064b09c387261cde56bba88f848f,NF-IoT,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
4499a448df4ab85ff977b2b07412173418dd064b09c387261cde56bba88f848f,NF-IoT,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
bbeefa2c0ba97e42f3573dbc8a74fc6361ccdf55630c4c90234a6da2f35e6206,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
bbeefa2c0ba97e42f3573dbc8a74fc6361ccdf55630c4c90234a6da2f35e6206,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
bbeefa2c0ba97e42f3573dbc8a74fc6361ccdf55630c4c90234a6da2f35e6206,CICIoT2023,3,True,True,"{""requests"":[{""budget"":1,""expected_output"":""AgentEvidence"",""purpose"":""Analyze inter-arrival timing patterns and burst characteristics to validate benign classification from volume perspective"",""requested_agent"":""TimingBehaviorAgent""}],""stop"":false}",1849.4375000009313,467,HTTPError
78aadec3993d6c2d6a5085ddcc109f8a0de90f3961d34c215b1ab31076ffd206,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
78aadec3993d6c2d6a5085ddcc109f8a0de90f3961d34c215b1ab31076ffd206,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
78aadec3993d6c2d6a5085ddcc109f8a0de90f3961d34c215b1ab31076ffd206,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
43dcceb7f04434c79d08e85bd3a07bf220b8539248697a9e90c912679c983eb2,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
43dcceb7f04434c79d08e85bd3a07bf220b8539248697a9e90c912679c983eb2,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
43dcceb7f04434c79d08e85bd3a07bf220b8539248697a9e90c912679c983eb2,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
14709e4bdc9a0100992a63f92bc26cf3a9b33984d196049e46650991b31e2b48,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
14709e4bdc9a0100992a63f92bc26cf3a9b33984d196049e46650991b31e2b48,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
14709e4bdc9a0100992a63f92bc26cf3a9b33984d196049e46650991b31e2b48,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
53db35c56dd8a55cb7cc00a927757a4ba01f326b64693927625b051ac8a9175c,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
53db35c56dd8a55cb7cc00a927757a4ba01f326b64693927625b051ac8a9175c,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
53db35c56dd8a55cb7cc00a927757a4ba01f326b64693927625b051ac8a9175c,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
ae37fba38995912a3decbd41e79e29f5473b000a5718569275d5fb68770558e8,NF-IoT,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
ae37fba38995912a3decbd41e79e29f5473b000a5718569275d5fb68770558e8,NF-IoT,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
ae37fba38995912a3decbd41e79e29f5473b000a5718569275d5fb68770558e8,NF-IoT,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
8760e1c387a8133af73831a53859e20298655518859221fc3317d5f6b2634cec,NF-IoT,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
8760e1c387a8133af73831a53859e20298655518859221fc3317d5f6b2634cec,NF-IoT,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
8760e1c387a8133af73831a53859e20298655518859221fc3317d5f6b2634cec,NF-IoT,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
d4d4ae59585de1555cd9f0b9d28275266998b83d3cb9a86e01e5f20eff530baf,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
d4d4ae59585de1555cd9f0b9d28275266998b83d3cb9a86e01e5f20eff530baf,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
d4d4ae59585de1555cd9f0b9d28275266998b83d3cb9a86e01e5f20eff530baf,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
3a632f16830a7eaf844613c68e6070d936e6b4cb450ee31d157a57b9e31f684b,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
3a632f16830a7eaf844613c68e6070d936e6b4cb450ee31d157a57b9e31f684b,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
3a632f16830a7eaf844613c68e6070d936e6b4cb450ee31d157a57b9e31f684b,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
992b907d3af570567349d4644a0e4e77f78297fffb46ece26eb1576a2f2940a0,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
992b907d3af570567349d4644a0e4e77f78297fffb46ece26eb1576a2f2940a0,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
992b907d3af570567349d4644a0e4e77f78297fffb46ece26eb1576a2f2940a0,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
750766c717c8eca9bd4c6822d3319bab7b40ba8fe275cfbc7f39a8363907b4de,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
750766c717c8eca9bd4c6822d3319bab7b40ba8fe275cfbc7f39a8363907b4de,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
750766c717c8eca9bd4c6822d3319bab7b40ba8fe275cfbc7f39a8363907b4de,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
0c15bfd35a73ecbdb75c517a1426cd90458212ad5fb77d11f753cd1a889a0f66,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
0c15bfd35a73ecbdb75c517a1426cd90458212ad5fb77d11f753cd1a889a0f66,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
0c15bfd35a73ecbdb75c517a1426cd90458212ad5fb77d11f753cd1a889a0f66,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
e774739c4a3d39cf68072a859fc4f8fe000a4d480c8071381e1b6fda188f4ba9,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
e774739c4a3d39cf68072a859fc4f8fe000a4d480c8071381e1b6fda188f4ba9,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
e774739c4a3d39cf68072a859fc4f8fe000a4d480c8071381e1b6fda188f4ba9,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
3528606eabd70690c0a75ad820a2d7eb9d7550073b1a40f020106822bfdaeb7b,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
3528606eabd70690c0a75ad820a2d7eb9d7550073b1a40f020106822bfdaeb7b,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
3528606eabd70690c0a75ad820a2d7eb9d7550073b1a40f020106822bfdaeb7b,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
d0a7c132fb45d1a379e9711da46f206c7bde0b7ecf81e0d9b986603f1c2eb464,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
d0a7c132fb45d1a379e9711da46f206c7bde0b7ecf81e0d9b986603f1c2eb464,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
d0a7c132fb45d1a379e9711da46f206c7bde0b7ecf81e0d9b986603f1c2eb464,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
635eaf7b0c7c5975dc1452bf9c62db9f815788c1acc759f8e1f773786874271a,USTC-TFC2016,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
635eaf7b0c7c5975dc1452bf9c62db9f815788c1acc759f8e1f773786874271a,USTC-TFC2016,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
635eaf7b0c7c5975dc1452bf9c62db9f815788c1acc759f8e1f773786874271a,USTC-TFC2016,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
97f608dab05d90171328950f5ac9bbc4bc88d234ecbd9644da94ea1c5c4866c7,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
97f608dab05d90171328950f5ac9bbc4bc88d234ecbd9644da94ea1c5c4866c7,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
97f608dab05d90171328950f5ac9bbc4bc88d234ecbd9644da94ea1c5c4866c7,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
8eda7efbeb9948bab347253f1647a73537742a33f93fb52876e394a0e3727421,CICIoT2023,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
8eda7efbeb9948bab347253f1647a73537742a33f93fb52876e394a0e3727421,CICIoT2023,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
8eda7efbeb9948bab347253f1647a73537742a33f93fb52876e394a0e3727421,CICIoT2023,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
459cbe363cba56ea65e5dfda7f54236aba31c0d8b3f64fb32969433a14511ec2,NF-IoT,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
459cbe363cba56ea65e5dfda7f54236aba31c0d8b3f64fb32969433a14511ec2,NF-IoT,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
459cbe363cba56ea65e5dfda7f54236aba31c0d8b3f64fb32969433a14511ec2,NF-IoT,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
9687409ccfe84c51f5c4f49711db83879823dd0e61481f1ecee87fa801f92ca5,NF-IoT,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
9687409ccfe84c51f5c4f49711db83879823dd0e61481f1ecee87fa801f92ca5,NF-IoT,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
9687409ccfe84c51f5c4f49711db83879823dd0e61481f1ecee87fa801f92ca5,NF-IoT,3,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
b0284e5cc91a1691bb779a7961535537dd7db40e3325aa8016ac81545f9e2308,NF-IoT,1,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
b0284e5cc91a1691bb779a7961535537dd7db40e3325aa8016ac81545f9e2308,NF-IoT,2,False,False,"{""fallback"":""rule_planner"",""requests"":[],""stop"":false}",,,HTTPError
