capture_id,role,binary_label,browser,tool,resolver,official_csv_entry,official_csv_rows,tls_stream_count,aligned_supervised_doh,non_doh_ood_only,short_tls_stream,unmatched_tls_stream
fresh-f8a5b3755990678b41e8,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh3_2020-03-20T07:07:01.711658.csv,6,1,1,,,
fresh-9573605dd6e312ffb247,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh1_2020-03-22T22:27:38.607978.csv,26,14,14,,,
fresh-97a0b0dc5896f11c7143,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh1_2020-03-20T05:24:15.515828.csv,27,11,11,,,
fresh-75e7618a9483adb10374,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh6_2020-03-20T10:33:43.555490.csv,6,1,1,,,
fresh-f6a7bba2e32ef9ba3d0b,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh6_2020-03-20T09:36:12.087952.csv,7,1,1,,,
fresh-86a9e64a3c0feb12de6b,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh1_2020-03-20T05:01:25.913761.csv,27,11,11,,,
fresh-141953e17c4c55b6f9af,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh4_2020-03-23T01:41:19.461383.csv,7,1,1,,,
fresh-e4e8b56db6429684b28a,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh5_2020-03-22T23:50:28.052777.csv,7,1,1,,,
fresh-500d094cd8672843de11,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh8_2020-03-20T05:58:37.974793.csv,6,1,1,,,
fresh-4184680c93f0887f4ab8,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh1_2020-03-23T03:31:40.863819.csv,27,14,14,,,
fresh-04e9a6dfdf103fb7de19,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh6_2020-03-23T00:18:11.222140.csv,7,2,2,,,
fresh-c92e2c5fa3aa1d036791,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh9_2020-03-20T04:50:10.802842.csv,6,1,1,,,
fresh-403707ebf4d04dc7d2a9,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh3_2020-03-22T22:55:13.114298.csv,7,2,2,,,
fresh-24a8a49e07f77c4ab519,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh2_2020-03-20T04:38:39.167819.csv,7,1,1,,,
fresh-afba3ee428ed26c1d012,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh1_2020-03-23T00:18:06.407357.csv,26,14,14,,,
fresh-4e3ea4b88c77bbe2ab4b,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_1111_doh10_2020-03-23T00:59:48.164423.csv,6,1,1,,,
fresh-2debc15caec9ebed66ee,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh9_2020-03-22T20:09:45.328657.csv,6,1,1,,,
fresh-a0810e08c9100f16b2c4,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsgoogle_doh8_2020-03-20T08:04:17.448660.csv,7,1,1,,,
fresh-f61fa1a7a6f9f0b32363,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_dnsadguardcom_doh2_2020-03-22T21:32:22.874956.csv,9,3,3,,,
fresh-4db1ed4e2431e425076c,development,malicious,,iodine,,CSVs/iodine/Separate/iodine_null-64-tunnel_99911_doh2_2020-03-20T07:29:45.249466.csv,6,1,1,,,
